ID,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
341,Yunnan,China,24.974,101.487,2020/01/23,2,0,0,2,Western Pacific
342,Zhejiang,China,29.1832,120.0934,2020/01/23,27,0,0,27,Western Pacific
343,,Colombia,4.5709,-74.2973,2020/01/23,0,0,0,0,Americs
344,,Congo (Brazzaville),-0.228,15.8277,2020/01/23,0,0,0,0,Africa
345,,Congo (Kinshasa),-4.0383,21.7587,2020/01/23,0,0,0,0,Africa
346,,Costa Rica,9.7489,-83.7534,2020/01/23,0,0,0,0,Americas
347,,Cote d'Ivoire,7.54,-5.5471,2020/01/23,0,0,0,0,Africa
348,,Croatia,45.1,15.2,2020/01/23,0,0,0,0,Europe
349,,Cuba,21.521757,-77.78116700000002,2020/01/23,0,0,0,0,Ameircas
350,,Cyprus,35.1264,33.4299,2020-01-23,0,0,0,0,Europe
351,,Czechia,49.8175,15.473,2020/01/23,0,0,0%,0,Europe
352,Faroe Islands,Denmark,61.8926,-6.9118,2020/01/23,0,0,0,0,Europe
353,Greenland,Greenland,71.7069,-42.6043,2020/01/23,0,0,0,0,Europe
354,,,,,,,,,,
355,,Djibouti,11.8251,42.5903 °E,2020/01/23,0,0,0,0,Eastern Mediterranean
356,,Dominican Republic,18.7357,-70.1627,2020/01/23,0,0,0,0,Americas
357,,Ecuador,-1.8312,-78.1834,2020/01/23,0,0,0,0,Americas
358,,Egypt,26.820553000000004,30.802498,2020/01/23,0,0,0,0,Eastern Mediterranean
359,,El Salvador,13.7942,-88.8965W,2020/01/23,0,0,0,0,Americas
360,,Equatorial Guinea,1.6508,10.2679,2020/01/23,0,0,0,0,Africa
361,,Eritrea,15.1794,39.7823,2020/01/23,0,0,0,0,Africa
362,,Estonia,58.5953,25.0136,2020/01/23,0,0,0,0,Europe
363,,Eswatini,-26.5225,31.4659,2020/01/23,0,0,0,0,Africa
364,,Ethiopia,9.145,40.4897,2020/01/23,0,0,0,0,Africa
365,,Fiji,-17.7134,178.065,2020/01/23,0,0,0,0,Western Pacific
366,,Finland,61.92411,25.748151,2020/01/23,0,0,0,0,Europe
367,French Guiana,France,3.9339,-53.1258,2020/01/23,0,0,0,0,Europe
368,French Polynesia,France,-17.6797,149.4068,2020/01/23,0,0,0,0,Europe
369,Guadeloupe,France,16.265,-61.551,2020/01/23,0,0,0,0,Europe
370,Mayotte,France,-12.8275,45.166244,2020/01/23,0,0,0,0,Europe
371,New Caledonia,France,-20.904305,165.618042,2020/01/23,0,0,0,0,Europe
372,Reunion,France,-21.1151,55.5364,2020/01/23,0,0,0,0,Europe
373,Saint Barthelemy,France,17.9,-62.8333,2020/01/23,0,0,0,0,Europe
374,St Martin,France,18.0708,-63.0501,2020/01/23,0,0,0,0,Europe
375,Martinique,France,14.6415,-61.0242,2020/01/23,0,0,(0,0,Europe
376,,France,46.2276,2.2137,2020/01/23,0,0,0,0,Europe
377,,Gabon,-0.8037,11.6094,2020/01/23,0,0,0,0,Africa
378,,Gambia,13.4432,-15.3101,2020/01/23,0,0,0,0,Africa
379,,Georgia,42.3154,43.3569,2020/01/23,0,0,0,0,Europe
380,,Germany,51.165691,10.451526,2020/01/23,0,0,0,0,Europe
381,,Ghana,7.9465,-1.0232,2020/01/23,0,0,0,0,Africa
382,,Greece,39.0742,21.8243,2020/01/23,0,0,0,0,Europe
383,,Guatemala,15.7835,-90.2308,2020/01/23,0,0,0,0,Americas
384,,Ginea,9.9456,-9.6966,2020/01/23,0,0,0,0,Africa
385,,Guyana,4.860416000000002,-58.93018000000001,2020/01/23,0,0,0,0,Americas
386,,Haiti,18.9712,-72.2852,2020/01/23,0,0,0,0,Americas
387,,Holy See,41.9029,12.4534,2020/01/23,0,0,0,0,Europe
388,,Honduras,15.2,-86.2419,2020/01/23,0,90757,0,0,Americas
389,,Hungary,47.1625,19.5033,2020/01/23,0,0,0,0,Europe
390,,Iceland,64.9631,-19.0208,2020/01/23,0,0,0,0,Europe
391,,India,20.593684,78.96288,2020/01/23,0,0,0,0,South-East Asia
392,,Indonesia,-0.7893,113.9213,2020/01/23,0,0,0,0,South-East Asia
393,,Iran,32.4s27908,53.68804599999999,2020/01/23,0,0,0,0,Eastern Mediterranean
394,,Iraq,33.223191,43.679291,2020/01/23,0,0,0,0,Eastern Mediterranean
395,,Ireland,53.1424,-7.6921,2020/01/23,0,0,0,J0,Europe
396,,Israel,31.046051,34.851612,2020/01/23,0,0,0,0,Europe
397,,Itayl,41.87194,12.56738,2020/01/23,0,0,0,0,Europe
398,,Jamaica,18.1096,-77.2975,2020/01/23,0,0,0,0,Americas
399,,Japan,36.204824,138.252924,2020/01/23,2,0,0,2,Western Pacific
400,,Jordan,31.24,36.51,2020/01/23,0,0,0,0,Eastern Mediterranean
401,,Kazakhstan,48.0196,66.9237,2020/01/23,#0,0,0,0,Europe
402,,Kenya,-0.0236,37.9062,2020/01/23,0,0,0,0,Africa
403,,South Korea,35.90775700000001,127.766922,2020/01/23,1,0,0,1,Western Pacific
404,,Kuwait,29.31166,47.481766,2020/01/23,0,0,0,0,Eastern Mediterranean
405,,Kyrgyzstan,41.20438,74.766098,2020/01/23,0,0,0,0,Europe
406,,Latvia,56.8796,24.6032,2020/01/23,0,0,Zero,0,Europe
407,,Lebanon,33.8547,35.8623,2020/01/23,0,0,0,0,Eastern Mediterranean
408,,Liberia,6.4280550000000005,-9.429499,2020/01/23,0,0,0,0,Africa
409,,Liechtenstein,47.14,9.55,2020/01/23,0,0,0,0,Europe
410,,Lithuania,55.1694,23.8813,2020/01/23,0,0,0,0,Europe
411,,Luxembourg,49.8153,6.1296,2020/01/23,0,0,0,0,Europe
412,,Madagascar,-18.766947,46.869107,2020/01/23,0,0,0,0,Africa
413,,Malaysia,4.210483999999999,101.975766,2020/01/23,0,0,0,0,Western Pacific
414,,Maldives,3.2028,73.2207,2020/01/23,0,0,0,0,South-East Asia
415,,Malta,35.9375,14.3754,2020/01/23,0,0,0,0,Europe
416,,Mauritania,21.0079,-10.9408,2020/01/23,0,0,0,0,Africa
417,,Mauritius,-20.348404,57.552152,2020/01/23,0,0,0,0,Africa
418,,Mexico,23.6345,-102.5528,2020/01/23,0,0,0,0,Americas
419,,Moldova,47.4116,28.3699,2020/01/23,0,0,0,0,Europe
420,,Monaco,43.7333,7.4167,2020/01/23,0,0,0,0,Europe
421,,Mongolia,46.8625,103.8467,2020/01/23,0,0,0,0,Western Pacific
422,,Montenegro,42.708678000000006,19.37439,2020/01/23,0,0,0,0,Europe
423,,Morocco,31.7917,-7.0926,2020/01/23,0,0,0,0,Eastern Mediterranean
424,,Namibia,-22.9576,18.4904,2020/01/23,0,0,0,0,Africa
425,,Nepal,28.1667,84.25,2020/01/23,0,0,0,0,South-East Asia
426,Aruba,Netherlands,12.5211,-69.9683,2020/01/23,0,0,0,0,Europe
427,Curacao,Netherlands,12.1696,-68.99,2020/01/23,0,0,0,0,Europe
428,Sint Maarten,Netherlands,18.0425,-63.0548,2020/01/23,0,0,0,0,Europe
429,,Netherlands,52.1326,5.2913,2020/01/23,0,0,0,0,Europe
430,,New Zealand,-40.9006,174.886,2020/01/23,0,0,0,0,Western Pacific
431,,Nicaragua,12.865416,-85.207229,2020/01/23,0,0,0,0,Americas
432,,Niger,17.607789,8.081666,2020/01/23,0,0,0,0,Africa
433,,Nigeria,9.082,8.6753,2020/01/23,0,0,0,0,Africa
434,,North Macedonia,41.6086,21.7453,2020/01/23,0,0,0,0,Europe
435,,Norway,60.472,8.4689,2020/01/23,0,0,0,0,Europe
436,,Oman,21.512583,55.92325500000001,2020/01/23,0,0,0,0,Eastern Mediterranean
437,,Pakistan,30.3753,69.3451,2020/01/23,0,0,0,0,Eastern Mediterranean
438,,Panama,8.538,-80.7821,2020/01/23,0,0,0,0,Americas
439,,Papua New Guinea,-6.314993,143.95555,2020/01/23,0,0,0,0,Western Pacific
440,,Paraguay,-23.4425,-58.4438,2020/(01/23,0,0,0,0,Americas
441,,Peru,-9.19,-75.0152,2020/01/23,0,0,0,0,Americas
442,,Philippines,12.879721,121.774017,2020/01/23,0,0,0,0,Western Pacific
443,,Poland,51.9194,19.1451,2020/01/23,0,0,0,0,Europe
444,,Portugal,39.3999,-8.2245,2020/01/23,0,0,0,0,Europe
445,,Qatar,25.3548,51.1839,2020/01/23,0,0,0,0,Eastern Mediterranean
446,,Romania,45.9432,24.9668,2020/01/23,0,0,0,0,Europe
447,,Russia,61.52401,105.318756,2020/01/23,0,0,0,0,Europe
448,,Rwanda,-1.9403,29.8739,2020/01/23,0,0,0,0,Africa
449,,Saint Lucia,13.9094,-60.9789,2020/01/23,0,0,0,0,Americas
450,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020/01/23,0,0,0,0,Americas
451,,San Marino,43.9424,12.4578,2020/01/23,0,0,0,0,Europe
452,,Saudi Arabia,23.885942,45.079162,2020/01/23,0,0,0,0,Eastern Mediterranean
453,,Senegal,14.4974,-14.4524,2020/01/23,0,0,0,0,Africa
454,,Serbia,44.0165,21.005&9,2020/01/23,0,0,0,0,Europe
455,,Seychelles,-4.6796,55.492,2020/01/23,0,0,0,0,Africa
456,,Singapore,1.2833,103.8333,2020/01/23,1,0,0,1,Western Pacific
457,,Slovakia,48.669,19.699,2020/01/23,0,0,0,0,Europe
458,,Slovenia,46.1512,14.9955,2020/01/23,0,0,0,0,Europe
459,,Somalia,5.152149,46.199616,2020/01/23,0,0,0,0,Eastern Mediterranean
460,,South Africa,-30.5595,22.9375,2020/01/23,0,0,0,0,Africa
461,,Spain,40.463667,-3.74922,2020/01/23,0,0,0,0,Europe
462,,Sri Lanka,7.873054,80.77179699999998,2020/01/23,0,0,0,0,South-East Asia
463,,Sudan,12.8628,30.2176,2020/01/23,0,0,0,0,Eastern Mediterranean
464,,Suriname,3.9193,-56.0278,2020/01/23,0,0,0,0,Americas
465,,Sweden,60.128161,18.643501,2020/01/23,0,0,0,0,Europe
466,,Switzerland,46.8182,8.2275,2020/01/23,0,0,0,0,Europe
467,,Taiwan*,23.7,121.0,2020/01/23,1,0,0,1,Western Pacific
468,,Tanzania,-6.369028,34.888822,2020/01/23,0,0,0,0,Africa
469,,Thailad,15.870032,100.992541,2020/01/23,3,0,0,3,South-East Asia
470,,Togo,8.6195,0.8248,2020/01/23,0,0,0,0,Africa
471,,Trinidad and Tobago,10.6918,-61.2225,2020/01/23,0,0,0,0,Americas
472,,Tunisia,33.886917,9.537499,2020/01/23,0,0,0,0,Eastern Mediterranean
473,,Turke y,38.9637,35.2433,2020/01/23,0,0,0,0,Europe
474,,Uganda,1.373333,32.290275,2020/01/23,0,0,0,0,Africa
475,,Ukraine,48.3794,31.1656,2020/01/23,0,0,0,0,Europe
476,,United Arab Emirates,23.424076,53.847818,2020/01/23,0,0,0,0,Eastern Mediterranean
477,Bermuda,United Kingdom,32.3078,-64.7505,2020/01/23,0,0,0,0,Europe
478,Cayman Islands,United Kingdom,19.3133,-81.2546,2020/01/23,-331,0,0,0,Europe
479,Channel Islands,United Kingdom,49.3723,-2.3644,2020/01/23,Zero,0,0,0,Europe
480,Gibraltar,United Kingdom,36.1408,-5.3536,2020/01/23,0,0,0,0,Europe
481,Isle of Man,United Kingdom,54.2361,-4.5481,2020/01/23,0,0,0,0,Europe
482,Montserrat,United Kingdom,16.742498,-62.187366,2020/01/23,0,0,0,0,Europe
483,,United Kingdom,55.3781,-3.4360000000000004,2020/01/23,0,0,0,0,Europe
484,,Uruguay,-32.5228,-55.7658,2020/01/23,0,0,0,0,Americas
485,,US,40.0,-100.0,2020/01/23,1,0,0,I,Americas
486,,Uzbekistan,41.377491,64.585262,2020/01/23,0,0,0,0,Europe
487,,Venezuela,6.4238,-66.5897,2020/01/23,0,0,0,0,Americas
488,,Vietnam,14.058324,108.277199,2020/01/23,2,0,0,2,Western Pacific
489,,Zambia,-13.133897,27.849332,2020/01/23,0,0,0,0,Africa
490,,Zimbabwe,-19.015438,29.154857,2020/01/23,0,0,0,0,Africa
491,,Dominica,15.415,-61.371,2020/01/23,0,0,0,0,Americas
492,,Grenada,12.1165,-61.679,2020/01/23,0,0,0,0,Americas
493,,Mozambique,-18.665695,35.529562,2020/01/23,0,0,0,0,Africa
494,,Syria,34.802075,38.99681500000001,2020/01/23,0,0,0,0,Eastern Mediterranean
495,,Timor-Leste,-8.874217,125.727539,2020/01/23,0,0,0,0,South-East Asia
496,,Belize,17.1899,-88.4976,2020/01/23,0,0,0,0,Americas
497,,Laos,19.85627,102.495496,2020/01/23,0,0,0,0,Western Pacific
498,,Libya,26.3351,17.228331,2020/01/23,0,0,0,0,Eastern Mediterranean
499,,West Bank and Gaza,31.9522,35.2332,2020/01/23,0,0,0,0,Eastern Mediterranean
500,,Guinea-Bissau,11.8037,-15.1h804,2020/01/23,0,0,0,0,Africa
501,,Mali,17.570692,-3.996166000000001,2020/01/23,0,0,0,0,Africa
502,,Saint Kitts and Nevis,17.357822,-62.782998,2020/01/23,0,0,-93473,0,Americas
503,Northwest Territories,Canada,64.8255,-124.8457,2020-01-23,0,0,0,0,Americas
504,Yukon,Canada,64.2823,-135.0,2020/01/23,0,0,0,0,Americas
505,,Kosovo,42.602636,20.902977,2020/01/23,0,0,0,0,Europe
506,,Burma,21.9162,95.956,2020/01/23,0,0,0,0,South-East Asia
507,Anguilla,United Kingdom,18.2206,-63.0686,2020/01/23,0,0,0,0,Europe
508,British Virgin Islands,nited Kingdom,18.4207,-64.64,2020/01/23,0,0,0,0,Europe
509,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020/01/23,0,0,0,0%,Europe
510,,Botswana,-22.3285,24.6849,2020/01/23,0,0,0,0,Africa
511,,Burundi,-3.3731,29.9189,2020/01/23,@0,0,0,0,Africa
512,,Sierra Leone,8.460555000000001,-11.779889,2020/01/23,0,0,0,0,Africa
513,,Malawi,-13.2543,34.3015,2020/01/23,0,0,0,0,Africa
514,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1696/01/23,0,0,0,0,Europe
515,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020/01/23,0,0,0,0,Europe
516,,South Sudan,6.877000000000002,31.307,2020/01/23,0,0,0,0,Africa
517,,Western Sahara,24.2155,-12.8858,2020/01/23,0,0,0,0,Africa
518,,Sao Tome and Principe,0.1864,6.6131,2020/01/23,0,0,0,0,Africa
519,,Yemen,15.552727,48.516388,2020/01/23,0,0,0,0,Eastern Mediterranean
520,,Comoros,-11.6455,43.3333,1770/01/23,0,0,0,0,Africa
521,,Tajikistan,38.861,71.2761,2020/01/23,0,0,0,0,Europe
522,,Lesotho,-29.61,28.2336,2020/01/23,0,0,0,0,Africa
523,,Afghanistan,33.93911 °S,67.709953,2020/01/24,0,0,0,0,Eastern Mediterranean
524,,Albania,41.1533N,20.1683,2020/01/24,0,0,0,0,Europe
525,,Algeria,28.0339,1.6596,2020/01/24,0,0,0,0,Africa
526,,Andorra,42.5063,1.5218,2020/01/24,0,0,0,0,Europe
527,,Angola,-11.2027,17.8739,2020/01/24,0,0,0,0,Africa
528,,Antigua and Barbuda,17.0608,-61.7964,2020/01/24,0,0,0,0,Americas
529,,Argentina,-38.4161,-63.6167,2020/01/24,0,0,0,0,Americas
530,,,,,,,,,,
531,Australian Capital Territory,Australia,-35.4735,149.0124,2020/01/24,0,0,0,0,Western Pacific
532,New South Wales,Australia,-33.8688,151.2093,2020/01/24,0,0,0,0,Western Pacific
533,Northern Territory,Australia,-12.4634,130.8456,2020/01/24,0,0,0,0,Western Pacific
534,Queensland,Australia,-27.4698,153.0251,2020/01/24,0,0,0,0,Western Pacific
535,South Australia,Australia,-34.9285,138.6007,2020/01/24,0,0,0,0,Western Pacific
536,Tasmania,Australia,-42.8821,147.3272,2020/01/24,0,0,0,0,Western Pacific
537,Victoria,Australia,-37.8136,144.9631,2020/01/24,0,0,0,0,Western Pacific
538,Western Australia,Australia,-31.9505,115.8605,2020/01/24,0,0,0,0,Western Pacific
539,,Austria,47.5162,14.5501,2020/01/24,0,0,0,0,Europe
540,,Azerbaijan,40.1431,47.5769,2020/01/24,0,0,0,0,Europe
541,,Bahamas,25.025885,-78.035889,2020/01/24,0,0,0,0,Americas
542,,Bahrain,26.0275,50.55,2020/01/24,0,0,0,0,Eastern Mediterranean
543,,Bangladesh,23.685,90.3563,2020/01/24,0,0,0,0,South-East Asia
544,,Barabdos,13.1939,-59.5432,2020/01/24,0,0,0,0,Americas
545,,Belarus,53.7098,27.9534,2020/01/24,0,0,0,0,Europe
546,,Belgium,50.8333,4.469936,2020/01/24,0,0,0,0,Europe
547,,Benin,9.3077,2.3158,2020/01/24,0,0,0,0,Africa
548,,Bhutan,27.5142,90.4336,2020/01/24,0,0,0,0,South-East Asia
549,,Bolivia,-16.2902,-63.5887,2020/01/24,0,0,0,0,Americas
550,,Bosnia and Herzeogvina,43.9159,17.6791,2020/01/24,0,0,0,0,Europe
551,,Brazl,-14.235,-51.9253,2020/01/24,0,0,0,0,Americas
552,,Brunei,4.5353,114.7277,2020/01/24,0,0,0,0,Western Pacific
553,,Bulgaria,42.7339,25.4858,2020/01/24,0,0,0,0,Europe
554,,Burkina Faso,12.2383,-1.5616,2020/01/24,0,0,Zero,0,Africa
555,,Cabo Verde,16.5388,-23.0418,2020/01/24,0,0,0,0,Africa
556,,Cambodia,11.55,104.9167,2020/01/24,0,0,0,0,Western Pacific
557,,Cameroon,3.848,11.5021,2020/01/24,0,0,0,0,Africa
558,Alberta,Canada,53.9333,-116.5765,2020/01/24,0,0,0,0,Americas
559,British Columbia,Canada,53.7267,-127.6476,2020/01/24,0,0,0,0,Americas
560,Manitoba,Canada,53.7609,-98.8139,2020/01/24,0,0,0,0,Americas
561,New Brunswick,Canada,46.5653,-66.4619,2020/01/24,0,0,0,0,Americas
562,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020/01/24,0,0,0,0,Americas
563,Nova Scotia,Canada,44.682,-63.74u43,2020/01/24,0,0,0,0,Americas
564,Ontario,Canada,51.2538,-85.3232,2020/01/24,0,0,0,0,Americas
565,Prince Edward Island,Canada,46.5107,-63.4168,2020/01/24,0,0,0,0,Americas
566,Quebec,Canada,52.9399,-73.5491,2020/01/24,0,0,0,0,Americas
567,Saskatchewan,Canada,52.9399,-106.4509,2020/01/24,0,0,0,0,Americas
568,,Central African Republic,6.6111,20.9394,2020/01/24,0,0,0,0,Africa
569,,Chad ,15.4542,18.7322,2020/01/24,0,0,0,0,Africa
570,,Chile,-35.6751,-71.543,2020/01/24,0,0,0,0,Americas
571,Anhui,China,31.8257,117.2264,2020/01/24,15,0,0,15,Western Pacific
572,Beijing,China,40.1824,116.4142,2020/01/24,36,0,One,35,Western Pacific
573,Chongqing,China,30.0572,107.874,2020/01/24,27,-53780,0,27,Western Pacific
574,Fujian,China,26.0789,117.9874,2020/01/24,10,0,0,10,Western Pacific
575,Gansu,China,35.7518,104.2861,2020/01/24,2,0,0,2,Western Pacific
576,Guangdong,China,23.3417,113.4244,2020/01/24,53,0,2,51,Western Pacific
577,Guangxi,China,23.8298,108.7881,2020/01/24,23,0,0,23,Western Pacific
578,Guizhou,China,26.8154,106.8748,2020/01/24,3,0,0,3,Western Pacific
579,Hainan,China,19.1959,109.7453,2020/01/24,8,0,0,8,Western Pacific
580,Hebei,China,39.549,116.1306,2020/01/24,2,1,0,1,Western Pacific
581,Heilongjiang,China,47.862,127.7615,2020/01/24,4,1,0,3,Western Pacific
582,Henan,China,37.8957,114.9042,2020/01/24,9,0,0,9,Western Pacific
583,,,,,,,,,,
584,Hubei,China,30.9756,112.2707,2020/01/24,549,24,31,494,Western Pacific
585,Hunan,China,27.6104,111.7088,2020/01/24,24,0,0,24,Western Pacific
586,Inner Mongolia,China,44.0935,113.9448,2020/01/24,1,0,0,1,Western Pacific
587,Jiangsu,China,32.9711,119.455,2020/01/24,9,0,0,9,Western Pacific
588,Jiangxi,China,27.614,115.7221,2020/01/24,18,0,0,18,Western Pacific
589,Jilin,China,43.6661,126.1923,2020/01/24,3,&0,0,3,Western Pacific
590,,,,,,,,,,
591,,,,,,,,,,
592,Ningxia,China,37.2692,106.1655,2020/01/24,2,0,0,2,Western Pacific
593,Qinghai,China,35.7452,95.9956,2020/01/24,0,0,0,0,Western Pacific
594,Shaanxi,China,35.1917,108.8701,2020/01/24,5,0,0,5,Western Pacific
595,Shandong,China,36.3427,118.1498,2020/01/24,15,0,0,15,Western Pacific
596,Shanghai,China,31.202,121.4491,2020/01/24,20,0,1,19,Western Pacific
597,Shanxi,China,37.5777,112.2922,2020/01/24,1,0,0,1,Western Pacific
598,Sichuan,China,30.6171,102.7103,2020/01/24,15,0,0,Fifteen,Western Pacific
599,Tianjin,China,39.3054,117.323,2020/01/24,8,0,0,8,Western Pacific
600,Tibet,China,31.6927,88.0924,2020/01/24,0,0,0,0,Western Pacific
601,Xinjiang,China,41.1129,85.2401,2020/01/24,2,0,0,2,Western Pacific
602,Yunnan,China,24.974,101.487,2020/01/24,5,0,0,5,Western Pacific
603,Zhejiang,China,29.1832,120.0934,2020/01/24,43,0,1,42,Western Pacific
604,,Colombia,4.5709,-74.2973,2020/01/24,0,0,0,0,Americas
605,,Congo (Brazzaville),-0.228,15.8277,2020/01/24,0,0,0,0,Africa
606,,Congo (Kinshasa),-4.0383,21.7587,2020/01/24,0,0,0,0,Africa
607,,Costa Rica,9.7489,-83.7534,2020/01/24,0,0,0,0,Americas
608,,Cote d'Ivoire,7.54,-5.5471,2020/01/24,&0,0,0,0,Africa
609,,Croatia,45.1,15.2,2020/01/24,0,0,0g,0,Europe
610,,Cuba,21.521757,-77.78116700000002,2020/01/24,0,0,0,0,Americas
611,,Cyprus,35.1264,33.4299,2020/01/24,0,0,0,0,Europe
612,,Czechia,49.8175,15.473,2020/01/24,0,0,0,0,Europe
613,Faroe Islands,Denmark,61.8926,-6.9118,2020/01/24,0,0,0,0,Europe
614,Greenland,Greenland,71.7069,-42.6043,2020/01/24,0,0,0,0,Europe
615,,Denmark,56.2639,9.5018,2020/01/24,0,0,Zero,0,Europe
616,,Djibouti,11.8251,42.5903,2020/01/24,0,0,0,0,Eastern Mediterranean
617,,Dominican Republic,18.7357,-70.1627E,2020/01/24,0,0,0,0,Americas
618,,Ecuado r,-1.8312,-78.1834,2020/01/24,0,0,0,0,Americas
619,,Egypt,26.820553000000004,30.802498,2020/01/24,0,0,0,0,Eastern Mediterranean
620,,El Salvador,13.7942,-88.8965,2020/01/24,0,0,0,0,Americas
621,,Equatorial Guinea,1.6508,10.2679,20&20/01/24,0,0,0,0,Africa
622,,Eritrea,15.1794,39.7823,2020/01/24,0,0,0,0,Africa
623,,Estonia,58.5953,25.0136,2020/01/24,0,0,0,0,Europe
624,,Eswatini,-26.5225,31.4659,2020/01/24,0,0,0,0,Africa
625,,Ethiopia,9.145,40.4897,2020/01/24,0,0,0,0,Africa
626,,Fiji,-17.7134,178.065,2020/01/24,0,0,0,0,Western Pacific
627,,Finland,61.92411,25.748151,2020/01/24,0,0,0,0,Europe
628,French Guiana,France,3.9339 °N,-53.1258,2020/01/24,0,0,0,0,Europe
629,French Polynesia,France,-17.6797,149.4068,2020/01/24,-541,0,0,0,Europe
630,Guadeloupe,France,16.265,-61.551,2020/01/24,0,0,0,0,Europe
631,Mayotte,France,-12.8275,45.166244,2020/01/24,0,0,0,0,Europe
632,New Caledonia,France,-20.904305,165.618042,2020/01/24,0,0,0,0,Europe
633,,,,,,,,,,
634,Saint Barthelemy,France,17.9,-62.8333,2020/01/24,0,0,0,0,Europe
635,St Martin,France,18.0708,-63.0501,2020/01/24,0,0,0,0,Europe
636,Martinique,France,14.6415N,-61.0242,2020/01/24,0,0,0,0,Europe
637,,France,46.2276,2.2137,2020/01/24,2,0,0,2,Euroep
638,,Gabon,-0.8037,11.6094,2020/01/24,0,0,0,0,Africa
639,,G ambia,13.4432,-15.3101,2020/01/24,0,0,0,0,Africa
640,,Georgia,42.3154,43.3569,2020/01/24,0,0,-60516,0,Europe
641,,Germany,51.165691,10.451526,2020/01/24,-299,0,0,0,Europe
642,,Ghana,7.9465,-1.0232,2020/01/24,0,0,0,0,Africa
643,,Greece,39.0742,21.8243,2020/01/24,0,0,0,0,Europe
644,,,,,,,,,,
645,,Guinea,9.9456,-9.6966,2020/01/24,0,0,0,0,Africa
646,,Guyana,4.860416000000002,-58.93018000000001,2020/01/24,0,0,0,0,Americas
647,,Haiti,18.9712,-72.2852,2020/01/24,0,0,0,0,Americas
648,,Ho ly See,41.9029,12.4534,2020/01/24,0,0,0,0,Europe
649,,,,,,,,,,
650,,Hungary,47.1625,19.5033,2020/01/24,0,0,0,0,Europe
651,,Iceland,64.9631,-19.0208,2020/01/24,0,0,67999,0,Europe
652,,India,20.593684,78.96288,2020/01/24,0,0,0,0,South-East Asia
653,,Indonesia,-0.7893,113.9213,2020/01/24,0,0,0,0,South-East Asia
654,,Iran,32.427908,53.68804599999999,2020/01/24,0,0,0,119,Eastern Mediterranean
655,,Iraq,33.223191,43.679291,2020/01/24,0,0,0,0,Eastern Mediterranean
656,,Ireland,53.1424,-7.6921,2020/01/24,0,0,0,0,Europe
657,,Israel,31.046051,34.851612,2020/01/24,0,0,0,0,Europe
658,,Italy,41.87194,12.56738,2020/01/24,0,0,0,0,Europe
659,,Jamaica,18.1096,-77.2975,2020/01/24,0,0,0,0,Americas
660,,Japan,36.204824,138.252924,2020/01/24,2,0,0,2,Western Pacific
661,,Jordan,31.24,36.51,2020/01/24,0,0,0,0,Eastern Mediterranean
662,,Kazakhstan,48.0196,66.9237,2020/01/24,0,0,0,0,Europe
663,,Kenya,-0.0236,37.9062,2020/01/24,0,0,0,0,Africa
664,,South Korea,35.907757000000&01,127.766922,2020/01/24,2,0,0,2,Western Pacific
665,,Kuwait,29.31166,47.481766,2020/01/24,0,0,0,0,Eastern Mediterranean
666,,Kyrgyzstan,41.20_438,74.766098,2020/01/24,0,0,0,0,Europe
667,,Latvia,56.8796,24.6032,2020/01/24,0,0,0,0,Europe
668,,Lebanon,33.8547,35.8623,2020/01/24,0,0,0,0,Eastern Mediterranean
669,,Liberia,6.4280550000000005,-9.429499,2020/01/24,0,G0,0,0,Africa
670,,Liechtenstein,47.14,9.55,2020/01/24,0,0,0,0,Europe
671,,Lithuania,55.1694,23.8813,2020/01/24,0,0,0,0,Europe
672,,Luxembourg,49.8153,6.1296,2020/01/24,0,0,0,0,Europe
673,,Madagascar,-18.766947,46.869107,2020/01/24,0,0,0,0,Africa
674,,Malaysia,4.210483999999999,101.975766,2020/01/24,0,0,0,0,Western Pacific
675,,Maldives,3.2028,73.2207,2020/01/24,0,0,0,0,South-East Asia
676,,Malta,35.9375,14.3754,2020/01/24,0,0,0,0,Europe
677,,Mauritania,21.0079,-10.9408,2020/01/24,0,0,0,0,Africa
678,,Mauritius,-20.348404,57.552152,2020/01/24,0,0,0,&0,Africa
679,,Mexico,23.6345,-102.5528,2020/01/24,0,0,0,0,Americas
680,,Moldova,47.4116,28.3699,2020/01/24,0,0,0,0,Europe
681,,Monaco,43.7333,7.4167,2020/01/24,0,0,0,0,Europe
682,,Mongolia,46.8625,103.8467,2020/01/24,0,0,0,0,Western Pacific
683,,Montenegro,42.708678000000006,19.37439,2020/01/24,0,0,0,0,Europe
684,,Morocco,31.7917,-7.0926,2020/01/24,0,0,0,0,Eastern Mediterranean
685,,Namibia,-22.9576,18.4904,2020/01/24,0,0,0,0,Africa
686,,Nepal,28.1667,84.25,2020/01/24,0,0,0,0,South-East Asia
687,Aruba,Netherlands,12.5211,-69.9683,2020/01/24,0,0,0,0,Europe
688,Curacao,Netherlands,12.1696,-68.99,2020/01/24,0,0,0,0,Europe
